,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,EE,LV,LV,LT,LT,AT,AT,BE,BE,DE-LU,DE-LU,FR,FR,NL,NL
26-05-2020,11 - 12,"5,96","13,72","13,72","36,02","46,65","46,65","36,02","46,65","1,56","1,56","1,56","7,22","7,22","7,22",,"46,65",,"46,65",,"46,65",,"21,97",,"18,71",,"21,97",,"17,19",,"20,63"
26-05-2020,12 - 13,"5,85","12,41","12,41","21,00","46,63","46,63","21,00","46,63","1,56","1,56","1,56","7,11","7,11","7,11",,"46,63",,"46,63",,"46,63",,"21,00",,"19,74",,"21,00",,"19,30",,"20,41"
26-05-2020,13 - 14,"5,41","11,66","11,66","19,75","45,22","45,22","19,75","45,22","1,55","1,55","1,55","6,83","6,83","6,83",,"45,22",,"45,22",,"45,22",,"19,75",,"18,36",,"19,75",,"17,70",,"19,19"
26-05-2020,14 - 15,"5,25","11,16","11,16","19,98","32,09","32,09","19,98","32,09","1,54","1,54","1,54","5,93","5,93","6,75",,"32,09",,"32,09",,"32,09",,"19,98",,"15,48",,"19,98",,"13,40",,"18,14"
26-05-2020,15 - 16,"4,56","10,92","10,92","15,99","30,71","30,71","20,91","30,71","1,53","1,53","1,53","5,41","5,41","6,99",,"30,71",,"30,71",,"30,71",,"20,91",,"13,09",,"20,91",,"10,35",,"17,25"
26-05-2020,16 - 17,"4,32","10,53","10,53","13,86","28,79","28,79","21,00","28,79","1,52","1,52","1,52","5,10","5,10","6,89",,"28,79",,"28,79",,"28,79",,"21,00",,"13,63",,"21,00",,"11,28",,"17,43"
26-05-2020,17 - 18,"4,23","10,68","10,68","13,69","30,55","30,55","24,20","30,55","1,51","1,51","1,51","3,68","3,68","6,79",,"30,55",,"30,55",,"30,55",,"23,90",,"20,21",,"24,20",,"17,08",,"23,34"
26-05-2020,18 - 19,"4,33","10,76","10,76","10,76","41,09","41,09","31,29","41,09","1,50","1,50","1,50","3,49","3,49","6,82",,"41,09",,"41,09",,"41,09",,"29,46",,"20,75",,"31,29",,"15,75",,"29,76"
26-05-2020,19 - 20,"4,14","10,07","10,07","10,07","46,34","46,34","47,90","47,90","1,50","1,50","1,50","2,39","2,39","6,83",,"46,34",,"46,34",,"46,34",,"44,14",,"28,31",,"47,90",,"21,67",,"39,49"
26-05-2020,20 - 21,"4,05","9,74","9,74","9,74","24,60","24,60","50,15","50,15","1,49","1,49","1,49","2,12","2,12","6,60",,"24,60",,"24,60",,"24,60",,"45,87",,"27,83",,"50,15",,"20,17",,"40,14"
26-05-2020,21 - 22,"4,00","9,62","9,62","9,62","35,95","35,95","35,95","35,95","1,50","1,50","1,50","1,98","1,98","6,43",,"35,95",,"35,95",,"35,95",,"34,47",,"25,85",,"35,95",,"17,83",,"33,73"
26-05-2020,22 - 23,"3,57","9,31","9,31","9,31","31,51","26,57","31,51","31,51","1,48","1,48","1,48","1,95","1,95","6,45",,"31,51",,"31,51",,"31,51",,"30,59",,"27,51",,"31,51",,"23,59",,"31,51"
26-05-2020,23 - 00,"2,16","7,74","7,74","7,74","14,74","13,13","24,15","24,15","1,45","1,45","1,45","1,88","1,88","6,23",,"14,74",,"14,74",,"14,74",,"23,91",,"23,06",,"24,15",,"22,00",,"24,15"
27-05-2020,00 - 01,"2,17","5,70","5,70","5,70","5,70","5,70","23,15","23,15","1,45","1,45","1,45","2,91","2,91","5,70",,"5,70",,"5,70",,"5,70",,"22,91",,"22,12",,"23,15",,"21,09",,"22,96"
27-05-2020,01 - 02,"1,97","4,08","4,08","4,08","4,08","4,08","21,68","21,68","1,48","1,48","1,48","2,61","2,61","4,08",,"4,08",,"4,08",,"4,08",,"21,09",,"18,46",,"21,68",,"15,20",,"21,16"
27-05-2020,02 - 03,"1,92","3,14","3,14","3,14","3,14","3,14","21,40","21,40","1,47","1,47","1,47","2,42","2,42","3,14",,"3,14",,"3,14",,"3,14",,"21,03",,"19,97",,"21,40",,"19,05",,"20,96"
27-05-2020,03 - 04,"1,88","2,55","2,55","2,55","2,55","2,55","21,92","21,92","1,47","1,47","1,47","2,13","2,13","2,55",,"2,55",,"2,55",,"2,55",,"21,03",,"18,21",,"21,92",,"16,07",,"20,67"
27-05-2020,04 - 05,"1,94","3,03","3,03","3,03","3,03","3,03","21,99","21,99","1,47","1,47","1,47","2,11","2,11","3,03",,"3,03",,"3,03",,"3,03",,"20,74",,"15,80",,"21,99",,"13,50",,"19,33"
27-05-2020,05 - 06,"2,96","6,65","6,65","6,65","22,03","14,05","22,54","22,54","1,50","1,50","1,50","2,51","2,51","5,64",,"22,03",,"22,03",,"22,03",,"20,74",,"13,67",,"22,54",,"10,21",,"18,80"
27-05-2020,06 - 07,"4,07","9,35","9,35","9,35","29,52","32,79","26,05","29,52","1,72","1,72","1,72","2,99","2,99","5,86",,"32,79",,"32,79",,"32,79",,"25,60",,"20,64",,"26,05",,"14,93",,"25,15"
27-05-2020,07 - 08,"6,06","10,81","10,81","10,81","46,31","46,31","31,94","46,31","2,23","2,23","2,23","5,22","5,22","5,95",,"46,31",,"46,31",,"46,31",,"30,77",,"26,36",,"31,94",,"24,50",,"29,64"
27-05-2020,08 - 09,"6,99","10,63","10,63","26,85","48,06","48,06","26,85","48,06","2,49","2,49","2,49","6,00","6,00","6,00",,"48,06",,"48,06",,"48,06",,"26,85",,"26,85",,"26,85",,"26,85",,"26,85"
27-05-2020,09 - 10,"6,47","10,80","10,80","24,10","48,56","48,56","24,10","48,56","2,20","2,20","2,20","6,03","6,03","6,03",,"48,56",,"48,56",,"48,56",,"24,10",,"24,10",,"24,10",,"24,10",,"24,10"
27-05-2020,10 - 11,"6,06","10,86","10,86","21,16","47,22","47,22","21,16","47,22","1,99","1,99","1,99","5,95","5,95","6,08",,"47,22",,"47,22",,"47,22",,"21,16",,"21,16",,"21,16",,"21,16",,"21,16"
27-05-2020,11 - 12,"6,23","10,91","10,91","21,89","37,09","47,11","21,89","37,09","1,91","1,91","1,91","5,68","5,68","6,06",,"47,11",,"47,11",,"47,11",,"23,08",,"20,80",,"23,08",,"20,07",,"21,89"
27-05-2020,12 - 13,"5,81","10,76","10,76","20,08","22,04","47,14","20,08","22,04","1,93","1,93","1,93","5,85","5,85","5,99",,"47,14",,"47,14",,"47,14",,"22,04",,"22,04",,"22,04",,"22,04",,"22,04"
27-05-2020,13 - 14,"5,16","10,65","10,65","16,03","20,71","46,46","16,03","20,71","1,80","1,80","1,80","5,98","5,98","5,98",,"46,46",,"46,46",,"46,46",,"20,71",,"20,71",,"20,71",,"20,71",,"20,71"
27-05-2020,14 - 15,"4,92","10,33","10,33","10,33","20,00","31,30","10,33","20,00","1,72","1,72","1,72","6,32","6,32","6,32",,"31,30",,"31,30",,"31,30",,"20,00",,"20,00",,"20,00",,"20,00",,"20,00"
27-05-2020,15 - 16,"4,22","9,83","9,83","9,83","19,99","28,66","9,83","19,99","1,65","1,65","1,65","6,25","6,25","6,25",,"28,66",,"28,66",,"28,66",,"19,99",,"19,99",,"19,99",,"19,99",,"19,99"
27-05-2020,16 - 17,"3,44","8,71","8,71","8,71","19,65","26,79","8,71","19,65","1,62","1,62","1,62","5,85","5,85","6,00",,"26,79",,"26,79",,"26,79",,"19,65",,"16,68",,"19,65",,"15,84",,"18,14"
27-05-2020,17 - 18,"3,42","8,73","8,73","8,73","21,40","32,06","8,73","21,40","1,59","1,59","1,59","5,69","5,69","5,93",,"32,06",,"32,06",,"32,06",,"21,40",,"17,20",,"21,40",,"16,19",,"19,24"
27-05-2020,18 - 19,"4,63","9,37","9,37","9,37","22,76","42,68","22,00","22,76","1,82","1,82","1,82","5,49","5,49","5,83",,"42,68",,"42,68",,"42,68",,"22,76",,"21,12",,"22,76",,"20,71",,"22,00"
27-05-2020,19 - 20,"4,72","9,12","9,12","9,12","24,92","45,03","24,52","24,92","1,95","1,95","1,95","5,58","5,58","5,90",,"45,03",,"45,03",,"45,03",,"24,92",,"24,07",,"24,92",,"23,88",,"24,52"
27-05-2020,20 - 21,"4,58","9,12","9,12","9,12","25,54","32,01","24,00","25,54","1,95","1,95","1,95","5,47","5,47","5,94",,"32,01",,"32,01",,"32,01",,"24,96",,"22,29",,"25,54",,"21,58",,"24,00"
27-05-2020,21 - 22,"4,54","8,38","8,38","8,38","23,99","41,98","23,11","23,99","1,96","1,96","1,96","5,40","5,40","5,97",,"41,98",,"41,98",,"41,98",,"23,99",,"19,35",,"23,99",,"15,46",,"23,11"
27-05-2020,22 - 23,"3,56","6,95","6,95","6,95","14,91","29,13","22,65","22,65","1,89","1,89","1,89","5,18","5,18","5,96",,"32,02",,"32,02",,"32,02",,"22,65",,"22,65",,"22,65",,"22,65",,"22,65"
27-05-2020,23 - 00,"2,87","5,02","5,02","5,02","5,02","5,02","20,02","20,02","1,69","1,69","1,69","3,69","3,69","5,02",,"14,70",,"14,70",,"14,70",,"20,02",,"20,02",,"20,02",,"20,02",,"20,02"
28-05-2020,00 - 01,"1,98","1,90","1,90","1,90","1,90","1,90","18,09","18,09","1,66","1,66","1,66","1,90","1,90","1,90",,"20,03",,"20,03",,"20,03",,"18,09",,"18,09",,"18,09",,"18,09",,"18,09"
28-05-2020,01 - 02,"1,85","1,50","1,50","1,50","1,50","1,50","16,03","16,31","1,50","1,50","1,50","1,50","1,50","1,75",,"1,50",,"18,01",,"18,01",,"16,31",,"15,00",,"16,31",,"14,17",,"16,03"
28-05-2020,02 - 03,"1,81","1,49","1,49","1,49","1,49","1,49","15,45","16,20","1,49","1,49","1,49","1,49","1,49","1,75",,"1,49",,"1,49",,"1,49",,"16,20",,"12,57",,"16,20",,"10,27",,"15,45"
28-05-2020,03 - 04,"1,86","1,50","1,50","1,50","1,50","1,50","15,66","15,92","1,50","1,50","1,50","1,50","1,50","1,74",,"1,50",,"1,50",,"1,50",,"15,92",,"14,64",,"15,92",,"13,84",,"15,66"
28-05-2020,04 - 05,"1,95","1,73","1,73","1,73","1,73","1,73","15,57","16,16","1,69","1,69","1,69","1,73","1,73","1,74",,"1,73",,"1,73",,"1,73",,"16,16",,"13,36",,"16,16",,"11,63",,"15,57"
28-05-2020,05 - 06,"2,75","4,03","4,03","4,03","4,03","13,70","17,51","18,03","1,88","1,88","1,88","2,56","2,56","4,03",,"13,70",,"13,70",,"13,70",,"17,70",,"15,54",,"18,03",,"13,95",,"17,51"
28-05-2020,06 - 07,"4,18","4,83","4,83","4,83","22,94","22,94","22,94","22,94","2,10","2,10","2,10","3,96","3,96","4,83",,"22,94",,"22,94",,"22,94",,"22,94",,"18,67",,"22,94",,"17,40",,"21,26"
28-05-2020,07 - 08,"5,07","6,51","6,51","22,96","38,55","38,55","25,55","38,55","2,18","2,18","2,18","5,29","5,29","6,49",,"38,55",,"38,55",,"38,55",,"25,55",,"21,29",,"25,55",,"17,50",,"24,50"
28-05-2020,08 - 09,"5,01","5,88","5,88","27,75","47,31","47,31","25,16","47,31","2,08","2,08","2,08","5,88","5,88","5,88",,"47,31",,"47,31",,"47,31",,"25,16",,"23,38",,"25,16",,"21,81",,"24,72"
28-05-2020,09 - 10,"4,95","5,71","5,71","22,99","47,51","47,51","22,99","47,51","2,01","2,01","2,01","5,71","5,71","5,71",,"47,51",,"47,51",,"47,51",,"22,99",,"20,00",,"22,99",,"18,89",,"21,54"
28-05-2020,10 - 11,"4,70","5,50","5,50","20,15","40,04","40,04","20,15","40,04","1,99","1,99","1,99","5,50","5,50","5,50",,"40,04",,"40,04",,"40,04",,"20,15",,"19,60",,"20,15",,"19,32",,"19,92"
28-05-2020,11 - 12,"4,38","5,32","5,32","18,97","37,03","37,03","18,95","37,03","1,90","1,90","1,90","5,32","5,32","5,32",,"37,03",,"37,03",,"37,03",,"18,95",,"18,95",,"18,95",,"18,95",,"18,95"
28-05-2020,12 - 13,"4,32","5,12","5,12","18,91","30,08","30,08","18,00","30,08","2,13","2,13","2,13","5,12","5,12","5,12",,"30,08",,"30,08",,"30,08",,"18,00",,"18,00",,"18,00",,"18,00",,"18,00"
28-05-2020,13 - 14,"4,21","5,00","5,00","17,03","29,53","29,53","17,03","29,53","2,15","2,15","2,15","5,00","5,00","5,00",,"29,53",,"29,53",,"29,53",,"17,03",,"16,56",,"17,03",,"16,71",,"15,90"
28-05-2020,14 - 15,"4,11","4,91","4,91","16,90","25,77","25,77","16,90","25,77","2,04","2,04","2,04","4,91","4,91","4,91",,"25,77",,"25,77",,"25,77",,"16,90",,"15,13",,"16,90",,"15,70",,"12,60"
28-05-2020,15 - 16,"3,94","4,83","4,83","16,19","19,93","19,93","16,19","19,93","1,99","1,99","1,99","4,83","4,83","4,83",,"19,93",,"19,93",,"19,93",,"16,19",,"14,63",,"16,19",,"15,13",,"12,40"
28-05-2020,16 - 17,"3,19","4,69","4,69","15,48","16,42","16,42","15,48","16,42","1,90","1,90","1,90","4,69","4,69","4,69",,"16,42",,"16,42",,"16,42",,"15,48",,"15,48",,"15,48",,"15,48",,"15,48"
28-05-2020,17 - 18,"4,09","4,67","4,67","19,99","19,99","19,99","19,99","19,99","2,13","2,13","2,13","4,67","4,67","4,67",,"19,99",,"19,99",,"19,99",,"19,99",,"15,14",,"19,99",,"13,04",,"18,59"
28-05-2020,18 - 19,"4,87","4,79","4,79","22,93","22,93","25,05","22,99","22,99","2,79","2,79","2,79","4,79","4,79","4,79",,"25,05",,"25,05",,"25,05",,"22,99",,"20,41",,"22,99",,"19,45",,"22,00"
28-05-2020,19 - 20,"4,93","4,81","4,81","22,98","22,98","29,57","26,15","26,15","2,78","2,78","2,78","4,81","4,81","4,81",,"29,57",,"29,57",,"29,57",,"26,05",,"25,46",,"26,15",,"24,99",,"26,00"
28-05-2020,20 - 21,"4,65","4,93","4,93","19,00","19,00","19,00","26,11","26,11","2,67","2,67","2,67","4,93","4,93","4,93",,"19,00",,"19,00",,"19,00",,"25,71",,"23,29",,"26,11",,"21,37",,"25,50"
28-05-2020,21 - 22,"4,61","4,95","4,95","19,97","19,97","19,99","27,16","27,16","2,62","2,62","2,62","4,95","4,95","4,95",,"19,99",,"19,99",,"19,99",,"25,96",,"19,11",,"27,16",,"13,58",,"25,41"
28-05-2020,22 - 23,"4,32","5,05","5,05","5,05","5,05","16,91","25,05","25,05","2,55","2,55","2,55","5,05","5,05","5,05",,"16,91",,"16,91",,"16,91",,"24,91",,"24,12",,"25,05",,"23,47",,"24,85"
28-05-2020,23 - 00,"3,27","4,63","4,63","4,63","4,63","4,63","22,39","22,39","2,35","2,35","2,35","4,63","4,63","4,63",,"4,63",,"4,63",,"4,63",,"22,19",,"21,43",,"22,39",,"20,76",,"22,20"
29-05-2020,00 - 01,"2,72","3,27","3,27","3,27","3,27","3,27","19,42","19,42","2,10","2,10","2,10","3,27","3,27","3,27",,"3,27",,"3,27",,"3,27",,"19,42",,"16,74",,"19,42",,"15,30",,"18,78"
29-05-2020,01 - 02,"2,41","2,59","2,59","2,59","2,59","2,59","18,88","18,88","2,00","2,00","2,00","2,59","2,59","2,59",,"2,59",,"2,59",,"2,59",,"18,88",,"15,25",,"18,88",,"13,28",,"18,02"
29-05-2020,02 - 03,"2,26","2,08","2,08","2,08","2,08","2,08","18,22","18,22","1,98","1,98","1,98","2,08","2,08","2,08",,"2,08",,"2,08",,"2,08",,"18,22",,"13,85",,"18,22",,"11,49",,"17,28"
29-05-2020,03 - 04,"2,31","2,24","2,24","2,24","2,24","2,24","19,07","19,07","1,98","1,98","1,98","2,24","2,24","2,24",,"2,24",,"2,24",,"2,24",,"18,60",,"13,30",,"19,07",,"10,14",,"17,81"
29-05-2020,04 - 05,"2,42","2,49","2,49","2,49","2,49","2,49","19,43","19,43","2,00","2,00","2,00","2,49","2,49","2,49",,"2,49",,"2,49",,"2,49",,"19,10",,"13,85",,"19,43",,"10,89",,"18,23"
29-05-2020,05 - 06,"3,40","4,40","4,40","4,40","4,40","12,08","22,36","22,36","2,14","2,14","2,14","4,40","4,40","4,40",,"12,08",,"12,08",,"12,08",,"21,20",,"16,29",,"22,36",,"13,00",,"21,06"
29-05-2020,06 - 07,"4,58","5,09","5,09","5,09","5,09","29,57","27,92","27,92","2,49","2,49","2,49","5,09","5,09","5,09",,"29,57",,"29,57",,"29,57",,"25,92",,"15,63",,"27,92",,"12,86",,"22,75"
29-05-2020,07 - 08,"6,81","5,97","5,97","37,20","37,20","37,20","37,20","37,20","2,90","2,90","2,90","5,97","5,97","5,97",,"37,20",,"37,20",,"37,20",,"34,50",,"20,02",,"37,20",,"17,16",,"29,21"
29-05-2020,08 - 09,"6,96","5,60","5,60","30,92","30,92","45,64","30,92","30,92","3,12","3,12","3,12","5,60","5,60","5,60",,"45,64",,"45,64",,"45,64",,"30,00",,"25,23",,"30,92",,"24,18",,"28,35"
29-05-2020,09 - 10,"5,96","5,32","5,32","24,40","24,40","46,17","24,40","24,40","3,06","3,06","3,06","5,32","5,32","5,32",,"46,17",,"46,17",,"46,17",,"24,40",,"20,46",,"24,40",,"19,08",,"23,03"
29-05-2020,10 - 11,"5,27","5,09","5,09","22,35","22,35","40,03","22,35","22,35","2,95","2,95","2,95","5,09","5,09","5,09",,"40,03",,"40,03",,"40,03",,"22,35",,"19,65",,"22,35",,"18,16",,"21,74"
29-05-2020,11 - 12,"4,77","4,86","4,86","20,68","20,68","34,64","20,68","20,68","2,86","2,86","2,86","4,86","4,86","4,86",,"34,64",,"34,64",,"34,64",,"20,68",,"20,68",,"20,68",,"20,68",,"20,68"
29-05-2020,12 - 13,"4,56","4,69","4,69","19,91","19,91","39,45","19,91","19,91","2,76","2,76","2,76","4,69","4,69","4,69",,"39,45",,"39,45",,"39,45",,"19,91",,"14,95",,"19,91",,"18,08",,"15,10"
29-05-2020,13 - 14,"4,33","4,65","4,65","19,04","19,04","29,88","19,04","19,04","2,65","2,65","2,65","4,65","4,65","4,65",,"29,88",,"29,88",,"29,88",,"19,04",,"12,19",,"19,04",,"16,52",,"12,40"
29-05-2020,14 - 15,"4,10","4,62","4,62","16,15","16,15","25,76","16,15","16,15","2,52","2,52","2,52","4,62","4,62","4,62",,"25,76",,"25,76",,"25,76",,"17,04",,"13,14",,"16,15",,"15,01",,"13,00"
29-05-2020,15 - 16,"3,93","4,63","4,63","17,30","17,30","20,99","17,30","17,30","2,50","2,50","2,50","4,63","4,63","4,63",,"20,99",,"20,99",,"20,99",,"17,30",,"12,48",,"17,30",,"15,52",,"12,60"
29-05-2020,16 - 17,"3,96","4,54","4,54","17,66","17,66","22,23","18,10","18,10","2,46","2,46","2,46","4,54","4,54","4,54",,"22,23",,"22,23",,"22,23",,"18,10",,"10,61",,"18,10",,"8,62",,"15,10"
29-05-2020,17 - 18,"4,16","4,53","4,53","22,31","22,31","28,03","22,85","22,85","2,42","2,42","2,42","4,53","4,53","4,53",,"28,03",,"28,03",,"28,03",,"22,85",,"14,74",,"22,85",,"10,36",,"20,87"
29-05-2020,18 - 19,"4,28","4,58","4,58","25,06","25,06","30,41","25,68","25,68","2,38","2,38","2,38","4,58","4,58","4,58",,"30,41",,"30,41",,"30,41",,"25,68",,"21,61",,"25,68",,"19,88",,"24,36"
29-05-2020,19 - 20,"4,32","4,74","4,74","23,95","25,86","32,61","26,49","26,49","2,33","2,33","2,33","4,74","4,74","4,74",,"32,61",,"32,61",,"32,61",,"26,30",,"25,29",,"26,49",,"25,00",,"25,97"
29-05-2020,20 - 21,"4,01","4,79","4,79","19,94","20,98","20,98","25,79","25,79","2,29","2,29","2,29","4,79","4,79","4,79",,"20,98",,"20,98",,"20,98",,"25,59",,"24,58",,"25,79",,"24,30",,"25,25"
29-05-2020,21 - 22,"3,88","4,73","4,73","18,92","21,56","21,56","25,97","25,97","2,21","2,21","2,21","4,73","4,73","4,73",,"21,56",,"21,56",,"21,56",,"25,10",,"20,00",,"25,97",,"17,54",,"24,00"
29-05-2020,22 - 23,"3,42","4,87","4,87","4,87","4,87","15,18","24,16","24,16","2,18","2,18","2,18","4,87","4,87","4,87",,"15,18",,"15,18",,"15,18",,"24,16",,"24,16",,"24,16",,"24,16",,"24,16"
29-05-2020,23 - 00,"2,74","4,03","4,03","4,03","4,03","4,03","22,32","22,32","2,08","2,08","2,08","4,03","4,03","4,03",,"4,03",,"4,03",,"4,03",,"22,32",,"22,32",,"22,32",,"22,32",,"22,32"
30-05-2020,00 - 01,"3,40","3,93","3,93","3,93","3,93","3,93","18,27","18,27","2,31","2,31","2,31","3,93","3,93","3,93",,"3,93",,"3,93",,"3,93",,"18,27",,"18,27",,"18,27",,"18,27",,"18,27"
30-05-2020,01 - 02,"3,03","3,38","3,38","3,38","3,38","3,38","15,55","15,55","2,23","2,23","2,23","3,38","3,38","3,38",,"3,38",,"3,38",,"3,38",,"15,55",,"15,55",,"15,55",,"15,55",,"15,55"
30-05-2020,02 - 03,"2,36","2,95","2,95","2,95","2,95","2,95","15,06","15,06","2,18","2,18","2,18","2,95","2,95","2,95",,"2,95",,"2,95",,"2,95",,"15,06",,"15,06",,"15,06",,"15,06",,"15,06"
30-05-2020,03 - 04,"2,29","2,32","2,32","2,32","2,32","2,32","15,00","15,00","2,13","2,13","2,13","2,32","2,32","2,32",,"2,32",,"2,32",,"2,32",,"15,00",,"12,49",,"15,00",,"11,20",,"14,68"
30-05-2020,04 - 05,"2,24","2,10","2,10","2,10","2,10","2,10","14,55","14,55","2,10","2,10","2,10","2,10","2,10","2,10",,"2,10",,"2,10",,"2,10",,"14,55",,"13,49",,"14,55",,"12,95",,"14,41"
30-05-2020,05 - 06,"2,46","3,18","3,18","3,18","3,18","3,18","15,00","15,00","2,14","2,14","2,14","3,18","3,18","3,18",,"3,18",,"3,18",,"3,18",,"15,00",,"13,07",,"15,00",,"11,14",,"15,00"
30-05-2020,06 - 07,"3,07","3,78","3,78","3,78","3,78","3,78","14,40","14,40","2,19","2,19","2,19","3,78","3,78","3,78",,"3,78",,"3,78",,"3,78",,"14,40",,"13,30",,"14,40",,"11,63",,"14,40"
30-05-2020,07 - 08,"3,30","4,33","4,33","4,33","4,33","6,71","15,04","15,04","2,26","2,26","2,26","4,33","4,33","4,33",,"6,71",,"6,71",,"6,71",,"15,04",,"11,64",,"15,04",,"9,70",,"14,60"
30-05-2020,08 - 09,"4,04","5,18","5,18","5,18","5,18","17,52","13,00","13,00","2,32","2,32","2,32","5,18","5,18","5,18",,"17,52",,"17,52",,"17,52",,"13,00",,"13,00",,"13,00",,"13,00",,"13,00"
30-05-2020,09 - 10,"4,27","5,47","5,47","11,71","11,71","23,91","12,00","12,00","2,40","2,40","2,40","5,47","5,47","5,47",,"23,91",,"23,91",,"23,91",,"12,00",,"12,00",,"12,00",,"12,00",,"12,00"
30-05-2020,10 - 11,"4,46","5,90","5,90","9,11","9,11","28,70","9,33","9,33","2,46","2,46","2,46","5,90","5,90","5,90",,"28,70",,"28,70",,"28,70",,"9,33",,"9,33",,"9,33",,"9,33",,"9,33"
30-05-2020,11 - 12,"4,27","5,42","5,42","6,99","6,99","24,19","7,17","7,17","2,45","2,45","2,45","5,42","5,42","5,42",,"24,19",,"24,19",,"24,19",,"7,17",,"7,17",,"7,17",,"7,17",,"7,17"
30-05-2020,12 - 13,"4,13","5,08","5,08","9,21","9,21","20,01","9,44","9,44","2,40","2,40","2,40","5,08","5,08","5,08",,"20,01",,"20,01",,"20,01",,"9,44",,"9,44",,"9,44",,"9,44",,"9,44"
30-05-2020,13 - 14,"3,40","4,68","4,68","4,68","4,68","13,06","4,80","4,80","2,34","2,34","2,34","4,68","4,68","4,68",,"13,06",,"13,06",,"13,06",,"4,80",,"4,80",,"4,80",,"4,80",,"4,80"
30-05-2020,14 - 15,"2,28","2,61","2,61","2,61","2,61","4,09","2,61","2,61","2,30","2,30","2,30","2,61","2,61","2,61",,"4,09",,"4,09",,"4,09",,"2,61",,"2,61",,"2,61",,"2,61",,"2,61"
30-05-2020,15 - 16,"2,11","2,17","2,17","2,17","2,17","12,50","2,17","2,17","2,10","2,10","2,10","2,17","2,17","2,17",,"12,50",,"12,50",,"12,50",,"2,17",,"2,17",,"2,17",,"2,17",,"2,17"
30-05-2020,16 - 17,"2,99","4,27","4,27","4,27","4,27","4,27","4,61","4,61","2,27","2,27","2,27","4,27","4,27","4,27",,"4,27",,"4,27",,"4,27",,"4,61",,"4,61",,"4,61",,"4,61",,"4,61"
30-05-2020,17 - 18,"3,25","4,61","4,61","4,61","4,61","14,95","9,06","9,06","2,28","2,28","2,28","4,61","4,61","4,61",,"14,95",,"14,95",,"14,95",,"9,06",,"9,06",,"9,06",,"9,06",,"9,06"
30-05-2020,18 - 19,"3,90","4,83","4,83","4,83","4,83","20,35","15,33","15,33","2,31","2,31","2,31","4,83","4,83","4,83",,"20,35",,"20,35",,"20,35",,"15,33",,"15,33",,"15,33",,"15,33",,"15,33"
30-05-2020,19 - 20,"3,96","4,90","4,90","4,90","4,90","21,02","17,58","17,58","2,28","2,28","2,28","4,90","4,90","4,90",,"21,02",,"21,02",,"21,02",,"17,58",,"17,58",,"17,58",,"17,58",,"17,58"
30-05-2020,20 - 21,"3,56","4,76","4,76","4,76","4,76","14,98","17,46","17,46","2,25","2,25","2,25","4,76","4,76","4,76",,"14,98",,"14,98",,"14,98",,"17,46",,"17,46",,"17,46",,"17,46",,"17,46"
30-05-2020,21 - 22,"3,39","4,53","4,53","4,53","4,53","14,93","18,28","18,28","2,22","2,22","2,22","4,53","4,53","4,53",,"14,93",,"14,93",,"14,93",,"18,28",,"16,50",,"18,28",,"15,50",,"18,05"
30-05-2020,22 - 23,"2,58","3,51","3,51","3,51","3,51","3,51","17,91","17,91","2,20","2,20","2,20","3,51","3,51","3,51",,"3,51",,"3,51",,"3,51",,"17,91",,"17,91",,"17,91",,"17,91",,"17,91"
30-05-2020,23 - 00,"1,94","1,87","1,87","1,87","1,87","1,87","17,26","17,26","1,87","1,87","1,87","1,87","1,87","1,87",,"1,87",,"1,87",,"1,87",,"17,26",,"17,26",,"17,26",,"17,26",,"17,26"
31-05-2020,00 - 01,"2,22","2,33","2,33","2,33","2,33","2,33","11,88","11,88","2,16","2,16","2,16","2,33","2,33","2,33",,"2,33",,"2,33",,"2,33",,"11,88",,"11,88",,"11,88",,"11,88",,"11,88"
31-05-2020,01 - 02,"2,10","2,06","2,06","2,06","2,06","2,06","11,60","11,60","2,06","2,06","2,06","2,06","2,06","2,06",,"2,06",,"2,06",,"2,06",,"11,60",,"11,60",,"11,60",,"11,60",,"11,60"
31-05-2020,02 - 03,"1,98","1,96","1,96","1,96","1,96","1,96","11,76","11,76","1,96","1,96","1,96","1,96","1,96","1,96",,"1,96",,"1,96",,"1,96",,"11,76",,"11,76",,"11,76",,"11,76",,"11,76"
31-05-2020,03 - 04,"1,92","1,91","1,91","1,91","1,91","1,91","11,09","11,09","1,91","1,91","1,91","1,91","1,91","1,91",,"1,91",,"1,91",,"1,91",,"11,09",,"11,09",,"11,09",,"11,09",,"11,09"
31-05-2020,04 - 05,"1,77","1,76","1,76","1,76","1,76","1,76","8,83","8,83","1,76","1,76","1,76","1,76","1,76","1,76",,"1,76",,"1,76",,"1,76",,"8,83",,"8,83",,"8,83",,"8,83",,"8,83"
31-05-2020,05 - 06,"1,91","1,91","1,91","1,91","1,91","1,91","7,15","7,15","1,91","1,91","1,91","1,91","1,91","1,91",,"1,91",,"1,91",,"1,91",,"7,15",,"7,15",,"7,15",,"7,15",,"7,15"
31-05-2020,06 - 07,"1,96","1,94","1,94","1,94","1,94","1,94","5,56","5,56","1,94","1,94","1,94","1,94","1,94","1,94",,"1,94",,"1,94",,"1,94",,"5,56",,"5,56",,"5,56",,"5,56",,"5,56"
